240	 Diaz, A	STL	SS	52	210	20	54	14	0	5	15	11	32	4	1	.257	.293	.395	.688
240	 Rosario, E	MIN	LF	51	175	22	45	8	2	5	15	9	37	1	3	.257	.292	.411	.703
242	 Molina, Y	STL	C	49	188	20	48	9	0	6	23	11	28	5	2	.255	.296	.399	.695
243	 Seager, K	SEA	3B	55	204	21	52	10	1	5	28	24	41	0	0	.255	.332	.387	.719
244	 Blanco, G	ARI	OF	23	59	9	15	2	0	1	4	7	12	3	0	.254	.333	.339	.672
245	 Bregman, A	HOU	3B	55	193	22	49	10	1	6	20	16	42	4	2	.254	.318	.409	.727
246	 Perez, S	KC	C	53	197	20	50	8	0	11	31	8	38	0	0	.254	.289	.462	.751
247	 Contreras, W	CHC	C	49	150	17	38	10	0	5	24	14	44	0	1	.253	.325	.420	.745
247	 Garcia, A	ATL	3B	37	150	17	38	4	0	4	16	6	19	4	0	.253	.289	.360	.649
249	 Heyward, J	CHC	RF	43	154	18	39	3	2	5	23	13	25	1	2	.253	.314	.396	.710
250	 Ramirez, H	BOS	DH	47	166	24	42	6	0	7	23	23	38	1	3	.253	.354	.416	.770
251	 Rasmus, C	TB	LF	26	87	13	22	4	1	7	19	6	34	0	0	.253	.301	.563	.864
252	 Joseph, C	BAL	C	29	95	7	24	7	1	2	10	1	23	0	0	.253	.268	.411	.679
253	 Jones, A	BAL	CF	50	210	26	53	6	0	10	27	12	44	1	1	.252	.296	.424	.720
253	 Peraza, J	CIN	2B	53	210	27	53	6	3	2	17	5	30	14	2	.252	.286	.338	.624
255	 Hamilton, B	CIN	CF	52	222	38	56	5	4	1	17	17	50	28	5	.252	.304	.324	.628
255	 Kiermaier, K	TB	CF	59	222	30	56	9	2	7	19	23	63	9	4	.252	.328	.405	.733
257	 Bellinger, C	LAD	LF	38	143	27	36	6	1	12	31	16	52	4	0	.252	.325	.559	.884
258	 Polanco, J	MIN	SS	46	179	20	45	11	1	2	20	14	23	2	1	.251	.299	.358	.657
259	 Alcantara, A	CIN	2B	35	56	10	14	2	1	1	6	1	21	1	0	.250	.263	.375	.638
259	 Bandy, J	MIL	C	33	112	13	28	6	0	6	18	10	27	1	0	.250	.323	.464	.787
259	 Beltran, C	HOU	DH	50	192	27	48	12	0	7	22	12	47	0	0	.250	.300	.422	.721
259	 Bonilla, L	CIN	P	4	4	0	1	0	0	0	0	1	1	0	0	.250	.500	.250	.750
259	 Cahill, T	SD	P	6	8	1	2	1	0	0	1	1	2	0	0	.250	.333	.375	.708
259	 Camargo, J	ATL	2B	11	20	4	5	2	1	0	4	1	6	0	0	.250	.286	.450	.736
